GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
2025-06-22,Indiana Pacers,IND @ OKC,L,91,-12.0
2025-06-22,Oklahoma City Thunder,OKC vs. IND,W,103,12.0
2025-06-19,Indiana Pacers,IND vs. OKC,W,108,17.0
2025-06-19,Oklahoma City Thunder,OKC @ IND,L,91,-17.0
2025-06-16,Oklahoma City Thunder,OKC vs. IND,W,120,11.0
2025-06-16,Indiana Pacers,IND @ OKC,L,109,-11.0
2025-06-13,Oklahoma City Thunder,OKC @ IND,W,111,7.0
2025-06-13,Indiana Pacers,IND vs. OKC,L,104,-7.0
2025-06-11,Indiana Pacers,IND vs. OKC,W,116,9.0
2025-06-11,Oklahoma City Thunder,OKC @ IND,L,107,-9.0
2025-06-08,Oklahoma City Thunder,OKC vs. IND,W,123,16.0
2025-06-08,Indiana Pacers,IND @ OKC,L,107,-16.0
2025-06-05,Oklahoma City Thunder,OKC vs. IND,L,110,-1.0
2025-06-05,Indiana Pacers,IND @ OKC,W,111,1.0
2025-05-31,Indiana Pacers,IND vs. NYK,W,125,17.0
2025-05-31,New York Knicks,NYK @ IND,L,108,-17.0
2025-05-29,Indiana Pacers,IND @ NYK,L,94,-17.0
2025-05-29,New York Knicks,NYK vs. IND,W,111,17.0
2025-05-28,Minnesota Timberwolves,MIN @ OKC,L,94,-30.0
2025-05-28,Oklahoma City Thunder,OKC vs. MIN,W,124,30.0
2025-05-27,New York Knicks,NYK @ IND,L,121,-9.0
2025-05-27,Indiana Pacers,IND vs. NYK,W,130,9.0
2025-05-26,Oklahoma City Thunder,OKC @ MIN,W,128,2.0
2025-05-26,Minnesota Timberwolves,MIN vs. OKC,L,126,-2.0
2025-05-25,Indiana Pacers,IND vs. NYK,L,100,-6.0
2025-05-25,New York Knicks,NYK @ IND,W,106,6.0
2025-05-24,Oklahoma City Thunder,OKC @ MIN,L,101,-42.0
2025-05-24,Minnesota Timberwolves,MIN vs. OKC,W,143,42.0
2025-05-23,Indiana Pacers,IND @ NYK,W,114,5.0
2025-05-23,New York Knicks,NYK vs. IND,L,109,-5.0
2025-05-22,Oklahoma City Thunder,OKC vs. MIN,W,118,15.0
2025-05-22,Minnesota Timberwolves,MIN @ OKC,L,103,-15.0
2025-05-21,Indiana Pacers,IND @ NYK,W,138,3.0
2025-05-21,New York Knicks,NYK vs. IND,L,135,-3.0
2025-05-20,Minnesota Timberwolves,MIN @ OKC,L,88,-26.0
2025-05-20,Oklahoma City Thunder,OKC vs. MIN,W,114,26.0
2025-05-18,Denver Nuggets,DEN @ OKC,L,93,-32.0
2025-05-18,Oklahoma City Thunder,OKC vs. DEN,W,125,32.0
2025-05-16,Boston Celtics,BOS @ NYK,L,81,-38.0
2025-05-16,New York Knicks,NYK vs. BOS,W,119,38.0
2025-05-15,Oklahoma City Thunder,OKC @ DEN,L,107,-12.0
2025-05-15,Denver Nuggets,DEN vs. OKC,W,119,12.0
2025-05-14,Golden State Warriors,GSW @ MIN,L,110,-11.0
2025-05-14,Minnesota Timberwolves,MIN vs. GSW,W,121,11.0
2025-05-14,Boston Celtics,BOS vs. NYK,W,127,25.0
2025-05-14,New York Knicks,NYK @ BOS,L,102,-25.0
2025-05-13,Indiana Pacers,IND @ CLE,W,114,9.0
2025-05-13,Oklahoma City Thunder,OKC vs. DEN,W,112,7.0
2025-05-13,Cleveland Cavaliers,CLE vs. IND,L,105,-9.0
2025-05-13,Denver Nuggets,DEN @ OKC,L,105,-7.0
2025-05-12,Golden State Warriors,GSW vs. MIN,L,110,-7.0
2025-05-12,Boston Celtics,BOS @ NYK,L,113,-8.0
2025-05-12,Minnesota Timberwolves,MIN @ GSW,W,117,7.0
2025-05-12,New York Knicks,NYK vs. BOS,W,121,8.0
2025-05-11,Indiana Pacers,IND vs. CLE,W,129,20.0
2025-05-11,Denver Nuggets,DEN vs. OKC,L,87,-5.0
2025-05-11,Cleveland Cavaliers,CLE @ IND,L,109,-20.0
2025-05-11,Oklahoma City Thunder,OKC @ DEN,W,92,5.0
2025-05-10,Golden State Warriors,GSW vs. MIN,L,97,-5.0
2025-05-10,Boston Celtics,BOS @ NYK,W,115,22.0
2025-05-10,New York Knicks,NYK vs. BOS,L,93,-22.0
2025-05-10,Minnesota Timberwolves,MIN @ GSW,W,102,5.0
2025-05-09,Indiana Pacers,IND vs. CLE,L,104,-22.0
2025-05-09,Denver Nuggets,DEN vs. OKC,W,113,9.0
2025-05-09,Cleveland Cavaliers,CLE @ IND,W,126,22.0
2025-05-09,Oklahoma City Thunder,OKC @ DEN,L,104,-9.0
2025-05-08,Golden State Warriors,GSW @ MIN,L,93,-24.0
2025-05-08,Minnesota Timberwolves,MIN vs. GSW,W,117,24.0
2025-05-07,Boston Celtics,BOS vs. NYK,L,90,-1.0
2025-05-07,Oklahoma City Thunder,OKC vs. DEN,W,149,43.0
2025-05-07,Denver Nuggets,DEN @ OKC,L,106,-43.0
2025-05-07,New York Knicks,NYK @ BOS,W,91,1.0
2025-05-06,Cleveland Cavaliers,CLE vs. IND,L,119,-1.0
2025-05-06,Golden State Warriors,GSW @ MIN,W,99,11.0
2025-05-06,Minnesota Timberwolves,MIN vs. GSW,L,88,-11.0
2025-05-06,Indiana Pacers,IND @ CLE,W,120,1.0
2025-05-05,Oklahoma City Thunder,OKC vs. DEN,L,119,-2.0
2025-05-05,New York Knicks,NYK @ BOS,W,108,3.0
2025-05-05,Denver Nuggets,DEN @ OKC,W,121,2.0
2025-05-05,Boston Celtics,BOS vs. NYK,L,105,-3.0
2025-05-04,Indiana Pacers,IND @ CLE,W,121,9.0
2025-05-04,Houston Rockets,HOU vs. GSW,L,89,-14.0
2025-05-04,Cleveland Cavaliers,CLE vs. IND,L,112,-9.0
2025-05-04,Golden State Warriors,GSW @ HOU,W,103,14.0
2025-05-03,Denver Nuggets,DEN vs. LAC,W,120,19.0
2025-05-03,LA Clippers,LAC @ DEN,L,101,-19.0
2025-05-02,Golden State Warriors,GSW vs. HOU,L,107,-8.0
2025-05-02,Houston Rockets,HOU @ GSW,W,115,8.0
2025-05-01,Denver Nuggets,DEN @ LAC,L,105,-6.0
2025-05-01,LA Clippers,LAC vs. DEN,W,111,6.0
2025-05-01,Detroit Pistons,DET vs. NYK,L,113,-3.0
2025-05-01,New York Knicks,NYK @ DET,W,116,3.0
2025-04-30,Los Angeles Lakers,LAL vs. MIN,L,96,-7.0
2025-04-30,Minnesota Timberwolves,MIN @ LAL,W,103,7.0
2025-04-30,Houston Rockets,HOU vs. GSW,W,131,15.0
2025-04-30,Golden State Warriors,GSW @ HOU,L,116,-15.0
2025-04-29,Detroit Pistons,DET @ NYK,W,106,3.0
2025-04-29,Indiana Pacers,IND vs. MIL,W,119,1.0
2025-04-29,Milwaukee Bucks,MIL @ IND,L,118,-1.0
2025-04-29,Denver Nuggets,DEN vs. LAC,W,131,16.0
2025-04-29,Boston Celtics,BOS vs. ORL,W,120,31.0
2025-04-29,LA Clippers,LAC @ DEN,L,115,-16.0
2025-04-29,New York Knicks,NYK vs. DET,L,103,-3.0
2025-04-29,Orlando Magic,ORL @ BOS,L,89,-31.0
2025-04-28,Golden State Warriors,GSW vs. HOU,W,109,3.0
2025-04-28,Houston Rockets,HOU @ GSW,L,106,-3.0
2025-04-28,Cleveland Cavaliers,CLE @ MIA,W,138,55.0
2025-04-28,Miami Heat,MIA vs. CLE,L,83,-55.0
2025-04-27,Minnesota Timberwolves,MIN vs. LAL,W,116,3.0
2025-04-27,Los Angeles Lakers,LAL @ MIN,L,113,-3.0
2025-04-27,New York Knicks,NYK @ DET,W,94,1.0
2025-04-27,Orlando Magic,ORL vs. BOS,L,98,-9.0
2025-04-27,Milwaukee Bucks,MIL vs. IND,L,103,-26.0
2025-04-27,Boston Celtics,BOS @ ORL,W,107,9.0
2025-04-27,Detroit Pistons,DET vs. NYK,L,93,-1.0
2025-04-27,Indiana Pacers,IND @ MIL,W,129,26.0
2025-04-26,Miami Heat,MIA vs. CLE,L,87,-37.0
2025-04-26,Memphis Grizzlies,MEM vs. OKC,L,115,-2.0
2025-04-26,Cleveland Cavaliers,CLE @ MIA,W,124,37.0
2025-04-26,Denver Nuggets,DEN @ LAC,W,101,2.0
2025-04-26,Oklahoma City Thunder,OKC @ MEM,W,117,2.0
2025-04-26,LA Clippers,LAC vs. DEN,L,99,-2.0
2025-04-26,Houston Rockets,HOU @ GSW,L,93,-11.0
2025-04-26,Golden State Warriors,GSW vs. HOU,W,104,11.0
2025-04-25,Minnesota Timberwolves,MIN vs. LAL,W,116,12.0
2025-04-25,Orlando Magic,ORL vs. BOS,W,95,2.0
2025-04-25,Indiana Pacers,IND @ MIL,L,101,-16.0
2025-04-25,Boston Celtics,BOS @ ORL,L,93,-2.0
2025-04-25,Los Angeles Lakers,LAL @ MIN,L,104,-12.0
2025-04-25,Milwaukee Bucks,MIL vs. IND,W,117,16.0
2025-04-24,Memphis Grizzlies,MEM vs. OKC,L,108,-6.0
2025-04-24,Detroit Pistons,DET vs. NYK,L,116,-2.0
2025-04-24,Oklahoma City Thunder,OKC @ MEM,W,114,6.0
2025-04-24,New York Knicks,NYK @ DET,W,118,2.0
2025-04-24,LA Clippers,LAC vs. DEN,W,117,34.0
2025-04-24,Denver Nuggets,DEN @ LAC,L,83,-34.0
2025-04-23,Houston Rockets,HOU vs. GSW,W,109,15.0
2025-04-23,Boston Celtics,BOS vs. ORL,W,109,9.0
2025-04-23,Miami Heat,MIA @ CLE,L,112,-9.0
2025-04-23,Cleveland Cavaliers,CLE vs. MIA,W,121,9.0
2025-04-23,Orlando Magic,ORL @ BOS,L,100,-9.0
2025-04-23,Golden State Warriors,GSW @ HOU,L,94,-15.0
2025-04-22,Los Angeles Lakers,LAL vs. MIN,W,94,9.0
2025-04-22,Memphis Grizzlies,MEM @ OKC,L,99,-19.0
2025-04-22,Oklahoma City Thunder,OKC vs. MEM,W,118,19.0
2025-04-22,Indiana Pacers,IND vs. MIL,W,123,8.0
2025-04-22,Milwaukee Bucks,MIL @ IND,L,115,-8.0
2025-04-22,Minnesota Timberwolves,MIN @ LAL,L,85,-9.0
2025-04-21,Detroit Pistons,DET @ NYK,W,100,6.0
2025-04-21,LA Clippers,LAC @ DEN,W,105,3.0
2025-04-21,New York Knicks,NYK vs. DET,L,94,-6.0
2025-04-21,Denver Nuggets,DEN vs. LAC,L,102,-3.0
2025-04-20,Houston Rockets,HOU vs. GSW,L,85,-10.0
2025-04-20,Miami Heat,MIA @ CLE,L,100,-21.0
2025-04-20,Cleveland Cavaliers,CLE vs. MIA,W,121,21.0
2025-04-20,Orlando Magic,ORL @ BOS,L,86,-17.0
2025-04-20,Memphis Grizzlies,MEM @ OKC,L,80,-51.0
2025-04-20,Golden State Warriors,GSW @ HOU,W,95,10.0
2025-04-20,Oklahoma City Thunder,OKC vs. MEM,W,131,51.0
2025-04-20,Boston Celtics,BOS vs. ORL,W,103,17.0
2025-04-19,Minnesota Timberwolves,MIN @ LAL,W,117,22.0
2025-04-19,Denver Nuggets,DEN vs. LAC,W,112,2.0
2025-04-19,Milwaukee Bucks,MIL @ IND,L,98,-19.0
2025-04-19,LA Clippers,LAC @ DEN,L,110,-2.0
2025-04-19,Indiana Pacers,IND vs. MIL,W,117,19.0
2025-04-19,Detroit Pistons,DET @ NYK,L,112,-11.0
2025-04-19,New York Knicks,NYK vs. DET,W,123,11.0
2025-04-19,Los Angeles Lakers,LAL vs. MIN,L,95,-22.0
2025-04-18,Dallas Mavericks,DAL @ MEM,L,106,-14.0
2025-04-18,Miami Heat,MIA @ ATL,W,123,9.0
2025-04-18,Memphis Grizzlies,MEM vs. DAL,W,120,14.0
2025-04-18,Atlanta Hawks,ATL vs. MIA,L,114,-9.0
2025-04-16,Miami Heat,MIA @ CHI,W,109,19.0
2025-04-16,Chicago Bulls,CHI vs. MIA,L,90,-19.0
2025-04-16,Sacramento Kings,SAC vs. DAL,L,106,-14.0
2025-04-16,Dallas Mavericks,DAL @ SAC,W,120,14.0
2025-04-15,Orlando Magic,ORL vs. ATL,W,120,25.0
2025-04-15,Atlanta Hawks,ATL @ ORL,L,95,-25.0
2025-04-15,Memphis Grizzlies,MEM @ GSW,L,116,-5.0
2025-04-15,Golden State Warriors,GSW vs. MEM,W,121,5.0
2025-04-13,Chicago Bulls,CHI @ PHI,W,122,20.0
2025-04-13,Orlando Magic,ORL @ ATL,L,105,-12.0
2025-04-13,Dallas Mavericks,DAL @ MEM,L,97,-35.0
2025-04-13,Houston Rockets,HOU vs. DEN,L,111,-15.0
2025-04-13,Cleveland Cavaliers,CLE vs. IND,L,118,-8.0
2025-04-13,Los Angeles Lakers,LAL @ POR,L,81,-28.0
2025-04-13,LA Clippers,LAC @ GSW,W,124,5.0
2025-04-13,Golden State Warriors,GSW vs. LAC,L,119,-5.0
2025-04-13,Charlotte Hornets,CHA @ BOS,L,86,-7.0
2025-04-13,Memphis Grizzlies,MEM vs. DAL,W,132,35.0
2025-04-13,New Orleans Pelicans,NOP vs. OKC,L,100,-15.0
2025-04-13,Phoenix Suns,PHX @ SAC,L,98,-11.0
2025-04-13,Brooklyn Nets,BKN vs. NYK,L,105,-8.0
2025-04-13,Detroit Pistons,DET @ MIL,L,133,-7.0
2025-04-13,Atlanta Hawks,ATL vs. ORL,W,117,12.0
2025-04-13,Utah Jazz,UTA @ MIN,L,105,-11.0
2025-04-13,Toronto Raptors,TOR @ SAS,L,118,-7.0
2025-04-13,Philadelphia 76ers,PHI vs. CHI,L,102,-20.0
2025-04-13,Milwaukee Bucks,MIL vs. DET,W,140,7.0
2025-04-13,San Antonio Spurs,SAS vs. TOR,W,125,7.0
2025-04-13,New York Knicks,NYK @ BKN,W,113,8.0
2025-04-13,Boston Celtics,BOS vs. CHA,W,93,7.0
2025-04-13,Sacramento Kings,SAC vs. PHX,W,109,11.0
2025-04-13,Oklahoma City Thunder,OKC @ NOP,W,115,15.0
2025-04-13,Denver Nuggets,DEN @ HOU,W,126,15.0
2025-04-13,Miami Heat,MIA vs. WAS,L,118,-1.0
2025-04-13,Minnesota Timberwolves,MIN vs. UTA,W,116,11.0
2025-04-13,Portland Trail Blazers,POR vs. LAL,W,109,28.0
2025-04-13,Indiana Pacers,IND @ CLE,W,126,8.0
2025-04-13,Washington Wizards,WAS @ MIA,W,119,1.0
2025-04-11,Indiana Pacers,IND vs. ORL,L,115,-14.0
2025-04-11,Sacramento Kings,SAC vs. LAC,L,100,-1.0
2025-04-11,Portland Trail Blazers,POR vs. GSW,L,86,-17.0
2025-04-11,Golden State Warriors,GSW @ POR,W,103,17.0
2025-04-11,Denver Nuggets,DEN vs. MEM,W,117,8.0
2025-04-11,Memphis Grizzlies,MEM @ DEN,L,109,-8.0
2025-04-11,Cleveland Cavaliers,CLE @ NYK,W,108,6.0
2025-04-11,Charlotte Hornets,CHA @ BOS,L,94,-36.0
2025-04-11,Atlanta Hawks,ATL @ PHI,W,124,14.0
2025-04-11,Houston Rockets,HOU @ LAL,L,109,-31.0
2025-04-11,Oklahoma City Thunder,OKC @ UTA,W,145,34.0
2025-04-11,Philadelphia 76ers,PHI vs. ATL,L,110,-14.0
2025-04-11,Miami Heat,MIA @ NOP,W,153,49.0
2025-04-11,Detroit Pistons,DET vs. MIL,L,119,-6.0
2025-04-11,Boston Celtics,BOS vs. CHA,W,130,36.0
2025-04-11,Dallas Mavericks,DAL vs. TOR,W,124,22.0
2025-04-11,Los Angeles Lakers,LAL vs. HOU,W,140,31.0
2025-04-11,LA Clippers,LAC @ SAC,W,101,1.0
2025-04-11,New York Knicks,NYK vs. CLE,L,102,-6.0
2025-04-11,Phoenix Suns,PHX vs. SAS,W,117,19.0
2025-04-11,Orlando Magic,ORL @ IND,W,129,14.0
2025-04-11,Toronto Raptors,TOR @ DAL,L,102,-22.0
2025-04-11,Chicago Bulls,CHI vs. WAS,W,119,30.0
2025-04-11,Minnesota Timberwolves,MIN vs. BKN,W,117,26.0
2025-04-11,San Antonio Spurs,SAS @ PHX,L,98,-19.0
2025-04-11,Washington Wizards,WAS @ CHI,L,89,-30.0
2025-04-11,Utah Jazz,UTA vs. OKC,L,111,-34.0
2025-04-11,Milwaukee Bucks,MIL @ DET,W,125,6.0
2025-04-11,Brooklyn Nets,BKN @ MIN,L,91,-26.0
2025-04-11,New Orleans Pelicans,NOP vs. MIA,L,104,-49.0
2025-04-10,Detroit Pistons,DET vs. NYK,W,115,9.0
2025-04-10,Minnesota Timberwolves,MIN @ MEM,W,141,16.0
2025-04-10,Atlanta Hawks,ATL @ BKN,W,133,24.0
2025-04-10,Brooklyn Nets,BKN vs. ATL,L,109,-24.0
2025-04-10,Memphis Grizzlies,MEM vs. MIN,L,125,-16.0
2025-04-10,New York Knicks,NYK @ DET,L,106,-9.0
2025-04-10,New Orleans Pelicans,NOP @ MIL,L,111,-25.0
2025-04-10,Indiana Pacers,IND vs. CLE,W,114,2.0
2025-04-10,Cleveland Cavaliers,CLE @ IND,L,112,-2.0
2025-04-10,Milwaukee Bucks,MIL vs. NOP,W,136,25.0
2025-04-09,Denver Nuggets,DEN @ SAC,W,124,8.0
2025-04-09,Washington Wizards,WAS vs. PHI,L,103,-19.0
2025-04-09,Portland Trail Blazers,POR @ UTA,L,126,-7.0
2025-04-09,Sacramento Kings,SAC vs. DEN,L,116,-8.0
2025-04-09,Orlando Magic,ORL vs. BOS,W,96,20.0
2025-04-09,Utah Jazz,UTA vs. POR,W,133,7.0
2025-04-09,Miami Heat,MIA @ CHI,L,111,-8.0
2025-04-09,Boston Celtics,BOS @ ORL,L,76,-20.0
2025-04-09,Oklahoma City Thunder,OKC @ PHX,W,125,13.0
2025-04-09,Charlotte Hornets,CHA @ TOR,L,96,-30.0
2025-04-09,Philadelphia 76ers,PHI @ WAS,W,122,19.0
2025-04-09,Golden State Warriors,GSW vs. SAS,L,111,-3.0
2025-04-09,Houston Rockets,HOU @ LAC,L,117,-17.0
2025-04-09,San Antonio Spurs,SAS @ GSW,W,114,3.0
2025-04-09,Toronto Raptors,TOR vs. CHA,W,126,30.0
2025-04-09,Los Angeles Lakers,LAL @ DAL,W,112,15.0
2025-04-09,Dallas Mavericks,DAL vs. LAL,L,97,-15.0
2025-04-09,LA Clippers,LAC vs. HOU,W,134,17.0
2025-04-09,Chicago Bulls,CHI vs. MIA,W,119,8.0
2025-04-09,Phoenix Suns,PHX vs. OKC,L,112,-13.0
2025-04-08,Los Angeles Lakers,LAL @ OKC,L,120,-16.0
2025-04-08,LA Clippers,LAC vs. SAS,W,122,5.0
2025-04-08,Charlotte Hornets,CHA vs. MEM,L,100,-24.0
2025-04-08,Orlando Magic,ORL vs. ATL,W,119,7.0
2025-04-08,Chicago Bulls,CHI @ CLE,L,113,-22.0
2025-04-08,San Antonio Spurs,SAS @ LAC,L,117,-5.0
2025-04-08,Memphis Grizzlies,MEM @ CHA,W,124,24.0
2025-04-08,Indiana Pacers,IND vs. WAS,W,104,6.0
2025-04-08,Brooklyn Nets,BKN vs. NOP,W,119,5.0
2025-04-08,Golden State Warriors,GSW @ PHX,W,133,38.0
2025-04-08,New Orleans Pelicans,NOP @ BKN,L,114,-5.0
2025-04-08,Washington Wizards,WAS @ IND,L,98,-6.0
2025-04-08,Cleveland Cavaliers,CLE vs. CHI,W,135,22.0
2025-04-08,Minnesota Timberwolves,MIN @ MIL,L,103,-7.0
2025-04-08,Boston Celtics,BOS @ NYK,W,119,2.0
2025-04-08,Oklahoma City Thunder,OKC vs. LAL,W,136,16.0
2025-04-08,Phoenix Suns,PHX vs. GSW,L,95,-38.0
2025-04-08,Milwaukee Bucks,MIL vs. MIN,W,110,7.0
2025-04-08,Atlanta Hawks,ATL @ ORL,L,112,-7.0
2025-04-08,New York Knicks,NYK vs. BOS,L,117,-2.0
2025-04-07,Sacramento Kings,SAC @ DET,W,127,10.0
2025-04-07,Detroit Pistons,DET vs. SAC,L,117,-10.0
2025-04-07,Philadelphia 76ers,PHI @ MIA,L,105,-12.0
2025-04-07,Miami Heat,MIA vs. PHI,W,117,12.0
2025-04-06,Golden State Warriors,GSW vs. HOU,L,96,-10.0
2025-04-06,San Antonio Spurs,SAS @ POR,L,109,-11.0
2025-04-06,Portland Trail Blazers,POR vs. SAS,W,120,11.0
2025-04-06,Indiana Pacers,IND @ DEN,W,125,5.0
2025-04-06,Atlanta Hawks,ATL vs. UTA,W,147,13.0
2025-04-06,New York Knicks,NYK vs. PHX,W,112,14.0
2025-04-06,Los Angeles Lakers,LAL @ OKC,W,126,27.0
2025-04-06,Phoenix Suns,PHX @ NYK,L,98,-14.0
2025-04-06,Charlotte Hornets,CHA vs. CHI,L,117,-14.0
2025-04-06,Toronto Raptors,TOR @ BKN,W,120,11.0
2025-04-06,Oklahoma City Thunder,OKC vs. LAL,L,99,-27.0
2025-04-06,Chicago Bulls,CHI @ CHA,W,131,14.0
2025-04-06,Washington Wizards,WAS @ BOS,L,90,-34.0
2025-04-06,Milwaukee Bucks,MIL @ NOP,W,111,4.0
2025-04-06,Sacramento Kings,SAC @ CLE,W,120,7.0
2025-04-06,Denver Nuggets,DEN vs. IND,L,120,-5.0
2025-04-06,Brooklyn Nets,BKN vs. TOR,L,109,-11.0
2025-04-06,Cleveland Cavaliers,CLE vs. SAC,L,113,-7.0
2025-04-06,New Orleans Pelicans,NOP vs. MIL,L,107,-4.0
2025-04-06,Boston Celtics,BOS vs. WAS,W,124,34.0
2025-04-06,Utah Jazz,UTA @ ATL,L,134,-13.0
2025-04-06,Houston Rockets,HOU @ GSW,W,106,10.0
2025-04-05,Detroit Pistons,DET vs. MEM,L,103,-6.0
2025-04-05,Miami Heat,MIA vs. MIL,L,115,-6.0
2025-04-05,Atlanta Hawks,ATL vs. NYK,L,105,-16.0
2025-04-05,New York Knicks,NYK @ ATL,W,121,16.0
2025-04-05,Milwaukee Bucks,MIL @ MIA,W,121,6.0
2025-04-05,Dallas Mavericks,DAL @ LAC,L,104,-31.0
2025-04-05,LA Clippers,LAC vs. DAL,W,135,31.0
2025-04-05,Philadelphia 76ers,PHI vs. MIN,L,109,-5.0
2025-04-05,Minnesota Timberwolves,MIN @ PHI,W,114,5.0
2025-04-05,Memphis Grizzlies,MEM @ DET,W,109,6.0
2025-04-04,Los Angeles Lakers,LAL vs. NOP,W,124,16.0
2025-04-04,Toronto Raptors,TOR vs. DET,L,105,-12.0
2025-04-04,LA Clippers,LAC vs. DAL,W,114,23.0
2025-04-04,Phoenix Suns,PHX @ BOS,L,103,-20.0
2025-04-04,Sacramento Kings,SAC @ CHA,W,125,23.0
2025-04-04,Chicago Bulls,CHI vs. POR,W,118,5.0
2025-04-04,Utah Jazz,UTA @ IND,L,112,-28.0
2025-04-04,Oklahoma City Thunder,OKC @ HOU,L,111,-14.0
2025-04-04,Portland Trail Blazers,POR @ CHI,L,113,-5.0
2025-04-04,New Orleans Pelicans,NOP @ LAL,L,108,-16.0
2025-04-04,Boston Celtics,BOS vs. PHX,W,123,20.0
2025-04-04,Indiana Pacers,IND vs. UTA,W,140,28.0
2025-04-04,Cleveland Cavaliers,CLE @ SAS,W,114,1.0
2025-04-04,Dallas Mavericks,DAL @ LAC,L,91,-23.0
2025-04-04,Denver Nuggets,DEN @ GSW,L,104,-14.0
2025-04-04,Houston Rockets,HOU vs. OKC,W,125,14.0
2025-04-04,Charlotte Hornets,CHA vs. SAC,L,102,-23.0
2025-04-04,Golden State Warriors,GSW vs. DEN,W,118,14.0
2025-04-04,San Antonio Spurs,SAS vs. CLE,L,113,-1.0
2025-04-04,Detroit Pistons,DET @ TOR,W,117,12.0
2025-04-03,Miami Heat,MIA vs. MEM,L,108,-2.0
2025-04-03,Minnesota Timberwolves,MIN @ BKN,W,105,15.0
2025-04-03,Golden State Warriors,GSW @ LAL,W,123,7.0
2025-04-03,Milwaukee Bucks,MIL @ PHI,W,126,13.0
2025-04-03,Orlando Magic,ORL @ WAS,W,109,12.0
2025-04-03,Memphis Grizzlies,MEM @ MIA,W,110,2.0
2025-04-03,Philadelphia 76ers,PHI vs. MIL,L,113,-13.0
2025-04-03,Washington Wizards,WAS vs. ORL,L,97,-12.0
2025-04-03,Toronto Raptors,TOR vs. POR,L,103,-9.0
2025-04-03,Los Angeles Lakers,LAL vs. GSW,L,116,-7.0
2025-04-03,Portland Trail Blazers,POR @ TOR,W,112,9.0
2025-04-03,Brooklyn Nets,BKN vs. MIN,L,90,-15.0
2025-04-02,Dallas Mavericks,DAL vs. ATL,W,120,2.0
2025-04-02,Cleveland Cavaliers,CLE vs. NYK,W,124,19.0
2025-04-02,Charlotte Hornets,CHA @ IND,L,105,-14.0
2025-04-02,Washington Wizards,WAS vs. SAC,W,116,5.0
2025-04-02,Houston Rockets,HOU vs. UTA,W,143,38.0
2025-04-02,New Orleans Pelicans,NOP @ LAC,L,98,-16.0
2025-04-02,Boston Celtics,BOS vs. MIA,L,103,-21.0
2025-04-02,LA Clippers,LAC vs. NOP,W,114,16.0
2025-04-02,Denver Nuggets,DEN vs. SAS,L,106,-7.0
2025-04-02,Indiana Pacers,IND vs. CHA,W,119,14.0
2025-04-02,Utah Jazz,UTA @ HOU,L,105,-38.0
2025-04-02,Oklahoma City Thunder,OKC vs. DET,W,119,16.0
2025-04-02,New York Knicks,NYK @ CLE,L,105,-19.0
2025-04-02,San Antonio Spurs,SAS @ DEN,W,113,7.0
2025-04-02,Sacramento Kings,SAC @ WAS,L,111,-5.0
2025-04-02,Detroit Pistons,DET @ OKC,L,103,-16.0
2025-04-02,Atlanta Hawks,ATL @ DAL,L,118,-2.0
2025-04-02,Miami Heat,MIA @ BOS,W,124,21.0
2025-04-01,Memphis Grizzlies,MEM vs. GSW,L,125,-9.0
2025-04-01,Denver Nuggets,DEN vs. MIN,L,139,-1.0
2025-04-01,Milwaukee Bucks,MIL vs. PHX,W,133,10.0
2025-04-01,Golden State Warriors,GSW @ MEM,W,134,9.0
2025-04-01,Atlanta Hawks,ATL vs. POR,L,113,-14.0
2025-04-01,New York Knicks,NYK vs. PHI,W,105,14.0
2025-04-01,Chicago Bulls,CHI vs. TOR,W,137,19.0
2025-04-01,Toronto Raptors,TOR @ CHI,L,118,-19.0
2025-04-01,Phoenix Suns,PHX @ MIL,L,123,-10.0
2025-04-01,Portland Trail Blazers,POR @ ATL,W,127,14.0
2025-04-01,Orlando Magic,ORL @ SAS,W,116,11.0
2025-04-01,San Antonio Spurs,SAS vs. ORL,L,105,-11.0
2025-04-01,Minnesota Timberwolves,MIN @ DEN,W,140,1.0
2025-04-01,Philadelphia 76ers,PHI @ NYK,L,91,-14.0
2025-03-31,Washington Wizards,WAS vs. MIA,L,94,-26.0
2025-03-31,Los Angeles Lakers,LAL vs. HOU,W,104,6.0
2025-03-31,Oklahoma City Thunder,OKC vs. CHI,W,145,28.0
2025-03-31,Utah Jazz,UTA @ CHA,L,106,-4.0
2025-03-31,Miami Heat,MIA @ WAS,W,120,26.0
2025-03-31,Boston Celtics,BOS @ MEM,W,117,14.0
2025-03-31,LA Clippers,LAC @ ORL,W,96,9.0
2025-03-31,Chicago Bulls,CHI @ OKC,L,117,-28.0
2025-03-31,Sacramento Kings,SAC @ IND,L,109,-2.0
2025-03-31,Houston Rockets,HOU @ LAL,L,98,-6.0
2025-03-31,Memphis Grizzlies,MEM vs. BOS,L,103,-14.0
2025-03-31,Charlotte Hornets,CHA vs. UTA,W,110,4.0
2025-03-31,Orlando Magic,ORL vs. LAC,L,87,-9.0
2025-03-31,Dallas Mavericks,DAL vs. BKN,L,109,-4.0
2025-03-31,Brooklyn Nets,BKN @ DAL,W,113,4.0
2025-03-31,Indiana Pacers,IND vs. SAC,W,111,2.0
2025-03-30,Toronto Raptors,TOR @ PHI,W,127,18.0
